"run","randomSeed","shapeType","gridSize","noise","sharingType","edgeOfComm"
1,163480176,0,50,0,0,5
3,163480580,0,50,0,0,13
5,163480748,0,50,0,1,9
7,163481257,0,50,0,2,5
9,163482151,0,50,0,2,13
11,163483056,0,50,0,3,9
13,163483681,0,50,10,0,5
15,163483846,0,50,10,0,13
17,163483936,0,50,10,1,9
19,163485460,0,50,10,2,5
21,163488038,0,50,10,2,13
23,163490396,0,50,10,3,9
25,163492670,0,50,20,0,5
27,163492734,0,50,20,0,13
29,163492843,0,50,20,1,9
31,163496713,0,50,20,2,5
33,163500641,0,50,20,2,13
35,163505291,0,50,20,3,9
37,163507310,0,50,30,0,5
39,163507411,0,50,30,0,13
41,163507531,0,50,30,1,9
43,163512935,0,50,30,2,5
45,163515894,0,50,30,2,13
47,163519912,0,50,30,3,9
49,163524178,0,50,40,0,5
51,163524342,0,50,40,0,13
53,163524434,0,50,40,1,9
55,163527918,0,50,40,2,5
57,163531985,0,50,40,2,13
59,163534267,0,50,40,3,9
61,163540933,0,50,50,0,5
63,163541041,0,50,50,0,13
65,163541140,0,50,50,1,9
67,163549453,0,50,50,2,5
69,163554853,0,50,50,2,13
71,163562566,0,50,50,3,9
73,163568046,1,50,0,0,5
75,163568455,1,50,0,0,13
77,163568661,1,50,0,1,9
79,163571561,1,50,0,2,5
81,163577631,1,50,0,2,13
83,163582061,1,50,0,3,9
85,163584903,1,50,10,0,5
87,163585341,1,50,10,0,13
89,163585639,1,50,10,1,9
91,163593090,1,50,10,2,5
93,163605304,1,50,10,2,13
95,163616570,1,50,10,3,9
97,163624881,1,50,20,0,5
99,163625328,1,50,20,0,13
101,163625581,1,50,20,1,9
103,163635074,1,50,20,2,5
105,163651493,1,50,20,2,13
107,163662386,1,50,20,3,9
109,163674549,1,50,30,0,5
111,163674883,1,50,30,0,13
113,163675160,1,50,30,1,9
115,163689165,1,50,30,2,5
117,163718627,1,50,30,2,13
119,163735356,1,50,30,3,9
121,163766777,1,50,40,0,5
123,163767224,1,50,40,0,13
125,163767423,1,50,40,1,9
127,163788276,1,50,40,2,5
129,163808652,1,50,40,2,13
131,163836199,1,50,40,3,9
133,163861725,1,50,50,0,5
135,163862154,1,50,50,0,13
137,163862464,1,50,50,1,9
139,163895878,1,50,50,2,5
141,163937149,1,50,50,2,13
143,163974173,1,50,50,3,9
145,164025073,2,50,0,0,5
147,164025391,2,50,0,0,13
149,164025623,2,50,0,1,9
151,164026840,2,50,0,2,5
153,164031149,2,50,0,2,13
155,164034241,2,50,0,3,9
157,164037266,2,50,10,0,5
159,164037635,2,50,10,0,13
161,164037838,2,50,10,1,9
163,164043901,2,50,10,2,5
165,164054421,2,50,10,2,13
167,164058483,2,50,10,3,9
169,164063924,2,50,20,0,5
171,164064213,2,50,20,0,13
173,164064387,2,50,20,1,9
175,164075965,2,50,20,2,5
177,164090851,2,50,20,2,13
179,164102325,2,50,20,3,9
181,164117306,2,50,30,0,5
183,164117589,2,50,30,0,13
185,164117809,2,50,30,1,9
187,164136471,2,50,30,2,5
189,164148335,2,50,30,2,13
191,164164535,2,50,30,3,9
193,164177912,2,50,40,0,5
195,164178136,2,50,40,0,13
197,164178369,2,50,40,1,9
199,164198104,2,50,40,2,5
201,164215017,2,50,40,2,13
203,164234219,2,50,40,3,9
205,164265899,2,50,50,0,5
207,164266247,2,50,50,0,13
209,164266428,2,50,50,1,9
211,164285423,2,50,50,2,5
213,164309533,2,50,50,2,13
215,164330595,2,50,50,3,9
217,164356524,3,50,0,0,5
219,164356870,3,50,0,0,13
221,164357147,3,50,0,1,9
223,164359491,3,50,0,2,5
225,164363633,3,50,0,2,13
227,164367462,3,50,0,3,9
229,164371200,3,50,10,0,5
231,164371632,3,50,10,0,13
233,164371988,3,50,10,1,9
235,164380477,3,50,10,2,5
237,164391185,3,50,10,2,13
239,164399546,3,50,10,3,9
241,164411587,3,50,20,0,5
243,164411997,3,50,20,0,13
245,164412239,3,50,20,1,9
247,164430166,3,50,20,2,5
249,164440884,3,50,20,2,13
251,164455788,3,50,20,3,9
253,164472472,3,50,30,0,5
255,164472843,3,50,30,0,13
257,164473097,3,50,30,1,9
259,164490303,3,50,30,2,5
261,164510288,3,50,30,2,13
263,164540949,3,50,30,3,9
265,164569411,3,50,40,0,5
267,164569718,3,50,40,0,13
269,164569981,3,50,40,1,9
271,164611538,3,50,40,2,5
273,164631563,3,50,40,2,13
275,164657698,3,50,40,3,9
277,164692263,3,50,50,0,5
279,164692518,3,50,50,0,13
281,164692744,3,50,50,1,9
283,164725006,3,50,50,2,5
285,164758456,3,50,50,2,13
287,164785469,3,50,50,3,9
289,164826584,4,50,0,0,5
291,164827230,4,50,0,0,13
293,164827715,4,50,0,1,9
295,164833382,4,50,0,2,5
297,164840201,4,50,0,2,13
299,164855681,4,50,0,3,9
301,164861166,4,50,10,0,5
303,164861743,4,50,10,0,13
305,164862244,4,50,10,1,9
307,164876954,4,50,10,2,5
309,164890861,4,50,10,2,13
311,164914382,4,50,10,3,9
313,164932008,4,50,20,0,5
315,164932599,4,50,20,0,13
317,164933136,4,50,20,1,9
319,164965157,4,50,20,2,5
321,164992775,4,50,20,2,13
323,165025865,4,50,20,3,9
325,165059984,4,50,30,0,5
327,165060515,4,50,30,0,13
329,165061052,4,50,30,1,9
331,165096688,4,50,30,2,5
333,165131025,4,50,30,2,13
335,165192364,4,50,30,3,9
337,165237938,4,50,40,0,5
339,165238496,4,50,40,0,13
341,165239110,4,50,40,1,9
343,165299616,4,50,40,2,5
345,165347809,4,50,40,2,13
347,165412052,4,50,40,3,9
349,165468510,4,50,50,0,5
351,165469021,4,50,50,0,13
353,165469669,4,50,50,1,9
355,165532513,4,50,50,2,5
357,165585892,4,50,50,2,13
359,165676366,4,50,50,3,9
361,165739199,5,50,0,0,5
363,165739891,5,50,0,0,13
365,165740728,5,50,0,1,9
367,165751071,5,50,0,2,5
369,165759913,5,50,0,2,13
371,165777260,5,50,0,3,9
373,165782251,5,50,10,0,5
375,165782919,5,50,10,0,13
377,165783529,5,50,10,1,9
379,165808276,5,50,10,2,5
381,165829573,5,50,10,2,13
383,165874120,5,50,10,3,9
385,165907243,5,50,20,0,5
387,165907793,5,50,20,0,13
389,165908535,5,50,20,1,9
391,165951535,5,50,20,2,5
393,165972159,5,50,20,2,13
395,166034143,5,50,20,3,9
397,166081257,5,50,30,0,5
399,166082015,5,50,30,0,13
401,166082628,5,50,30,1,9
403,166161922,5,50,30,2,5
405,166206480,5,50,30,2,13
407,166292814,5,50,30,3,9
409,166370100,5,50,40,0,5
411,166370887,5,50,40,0,13
413,166371437,5,50,40,1,9
415,166451287,5,50,40,2,5
417,166495782,5,50,40,2,13
419,166556358,5,50,40,3,9
421,166645813,5,50,50,0,5
423,166646454,5,50,50,0,13
425,166647019,5,50,50,1,9
427,166742106,5,50,50,2,5
429,166809507,5,50,50,2,13
431,166954531,5,50,50,3,9
2,163480148,0,50,0,0,9
4,163480515,0,50,0,1,5
6,163481250,0,50,0,1,13
8,163481950,0,50,0,2,9
