"run","randomSeed","shapeType","gridSize","noise","sharingType","edgeOfComm"
1,-12445564,0,50,0,0,5
3,-12445204,0,50,0,0,13
5,-12445072,0,50,0,1,9
7,-12444496,0,50,0,2,5
9,-12443289,0,50,0,2,13
11,-12442566,0,50,0,3,9
13,-12442222,0,50,10,0,5
15,-12442107,0,50,10,0,13
17,-12442040,0,50,10,1,9
19,-12439732,0,50,10,2,5
21,-12438168,0,50,10,2,13
23,-12436853,0,50,10,3,9
25,-12435632,0,50,20,0,5
27,-12435539,0,50,20,0,13
29,-12435431,0,50,20,1,9
31,-12433141,0,50,20,2,5
33,-12430118,0,50,20,2,13
35,-12426407,0,50,20,3,9
37,-12420925,0,50,30,0,5
39,-12420803,0,50,30,0,13
41,-12420712,0,50,30,1,9
43,-12416297,0,50,30,2,5
45,-12414498,0,50,30,2,13
47,-12411250,0,50,30,3,9
49,-12406475,0,50,40,0,5
51,-12406384,0,50,40,0,13
53,-12406268,0,50,40,1,9
55,-12401665,0,50,40,2,5
57,-12397149,0,50,40,2,13
59,-12388996,0,50,40,3,9
61,-12385897,0,50,50,0,5
63,-12385788,0,50,50,0,13
65,-12385710,0,50,50,1,9
67,-12379779,0,50,50,2,5
69,-12375487,0,50,50,2,13
71,-12368688,0,50,50,3,9
73,-12362216,1,50,0,0,5
75,-12361781,1,50,0,0,13
77,-12361522,1,50,0,1,9
79,-12358525,1,50,0,2,5
81,-12354828,1,50,0,2,13
83,-12350607,1,50,0,3,9
85,-12348290,1,50,10,0,5
87,-12347912,1,50,10,0,13
89,-12347679,1,50,10,1,9
91,-12333930,1,50,10,2,5
93,-12324924,1,50,10,2,13
95,-12314721,1,50,10,3,9
97,-12301359,1,50,20,0,5
99,-12300930,1,50,20,0,13
101,-12300617,1,50,20,1,9
103,-12289193,1,50,20,2,5
105,-12275557,1,50,20,2,13
107,-12259749,1,50,20,3,9
109,-12244555,1,50,30,0,5
111,-12244131,1,50,30,0,13
113,-12243878,1,50,30,1,9
115,-12224640,1,50,30,2,5
117,-12199851,1,50,30,2,13
119,-12185916,1,50,30,3,9
121,-12166412,1,50,40,0,5
123,-12165996,1,50,40,0,13
125,-12165738,1,50,40,1,9
127,-12143367,1,50,40,2,5
129,-12112599,1,50,40,2,13
131,-12082951,1,50,40,3,9
133,-12056841,1,50,50,0,5
135,-12056473,1,50,50,0,13
137,-12056259,1,50,50,1,9
139,-12021959,1,50,50,2,5
141,-11983008,1,50,50,2,13
143,-11946574,1,50,50,3,9
145,-11908044,2,50,0,0,5
147,-11907724,2,50,0,0,13
149,-11907509,2,50,0,1,9
151,-11905551,2,50,0,2,5
153,-11903593,2,50,0,2,13
155,-11901681,2,50,0,3,9
157,-11898085,2,50,10,0,5
159,-11897780,2,50,10,0,13
161,-11897597,2,50,10,1,9
163,-11888621,2,50,10,2,5
165,-11882456,2,50,10,2,13
167,-11875235,2,50,10,3,9
169,-11871769,2,50,20,0,5
171,-11871527,2,50,20,0,13
173,-11871324,2,50,20,1,9
175,-11863972,2,50,20,2,5
177,-11849303,2,50,20,2,13
179,-11835674,2,50,20,3,9
181,-11824633,2,50,30,0,5
183,-11824304,2,50,30,0,13
185,-11824178,2,50,30,1,9
187,-11802872,2,50,30,2,5
189,-11783008,2,50,30,2,13
191,-11770843,2,50,30,3,9
193,-11758797,2,50,40,0,5
195,-11758536,2,50,40,0,13
197,-11758344,2,50,40,1,9
199,-11740454,2,50,40,2,5
201,-11716355,2,50,40,2,13
203,-11701381,2,50,40,3,9
205,-11667878,2,50,50,0,5
207,-11667622,2,50,50,0,13
209,-11667429,2,50,50,1,9
211,-11647352,2,50,50,2,5
213,-11620469,2,50,50,2,13
215,-11603465,2,50,50,3,9
217,-11557393,3,50,0,0,5
219,-11557024,3,50,0,0,13
221,-11556787,3,50,0,1,9
223,-11553936,3,50,0,2,5
225,-11549961,3,50,0,2,13
227,-11545075,3,50,0,3,9
229,-11541590,3,50,10,0,5
231,-11541268,3,50,10,0,13
233,-11540970,3,50,10,1,9
235,-11528177,3,50,10,2,5
237,-11518061,3,50,10,2,13
239,-11509919,3,50,10,3,9
241,-11497763,3,50,20,0,5
243,-11497409,3,50,20,0,13
245,-11497142,3,50,20,1,9
247,-11477586,3,50,20,2,5
249,-11462511,3,50,20,2,13
251,-11451779,3,50,20,3,9
253,-11436306,3,50,30,0,5
255,-11435970,3,50,30,0,13
257,-11435685,3,50,30,1,9
259,-11402951,3,50,30,2,5
261,-11382160,3,50,30,2,13
263,-11362789,3,50,30,3,9
265,-11344612,3,50,40,0,5
267,-11344312,3,50,40,0,13
269,-11344098,3,50,40,1,9
271,-11307697,3,50,40,2,5
273,-11281672,3,50,40,2,13
275,-11257794,3,50,40,3,9
277,-11217059,3,50,50,0,5
279,-11216611,3,50,50,0,13
281,-11216282,3,50,50,1,9
283,-11192660,3,50,50,2,5
285,-11159290,3,50,50,2,13
287,-11107275,3,50,50,3,9
289,-11084714,4,50,0,0,5
291,-11083955,4,50,0,0,13
293,-11083463,4,50,0,1,9
295,-11076278,4,50,0,2,5
297,-11068429,4,50,0,2,13
299,-11055248,4,50,0,3,9
301,-11049193,4,50,10,0,5
303,-11048576,4,50,10,0,13
305,-11048135,4,50,10,1,9
307,-11027923,4,50,10,2,5
309,-11012215,4,50,10,2,13
311,-10989249,4,50,10,3,9
313,-10965523,4,50,20,0,5
315,-10964916,4,50,20,0,13
317,-10964410,4,50,20,1,9
319,-10927118,4,50,20,2,5
321,-10902253,4,50,20,2,13
323,-10865298,4,50,20,3,9
325,-10835445,4,50,30,0,5
327,-10834825,4,50,30,0,13
329,-10834214,4,50,30,1,9
331,-10790395,4,50,30,2,5
333,-10758115,4,50,30,2,13
335,-10702567,4,50,30,3,9
337,-10659081,4,50,40,0,5
339,-10658477,4,50,40,0,13
341,-10657914,4,50,40,1,9
343,-10592818,4,50,40,2,5
345,-10547123,4,50,40,2,13
347,-10474681,4,50,40,3,9
349,-10418835,4,50,50,0,5
351,-10418222,4,50,50,0,13
353,-10417487,4,50,50,1,9
355,-10348394,4,50,50,2,5
357,-10284797,4,50,50,2,13
359,-10165591,4,50,50,3,9
361,-10089420,5,50,0,0,5
363,-10088687,5,50,0,0,13
365,-10088135,5,50,0,1,9
367,-10082135,5,50,0,2,5
369,-10076188,5,50,0,2,13
371,-10059927,5,50,0,3,9
