"run","randomSeed","shapeType","gridSize","noise","sharingType","edgeOfComm"
1,-2581573,0,50,0,0,5
3,-2581204,0,50,0,0,13
5,-2581029,0,50,0,1,9
7,-2580459,0,50,0,2,5
9,-2579196,0,50,0,2,13
11,-2578493,0,50,0,3,9
13,-2577968,0,50,10,0,5
15,-2577875,0,50,10,0,13
17,-2577766,0,50,10,1,9
19,-2576136,0,50,10,2,5
21,-2575314,0,50,10,2,13
23,-2572960,0,50,10,3,9
25,-2571661,0,50,20,0,5
27,-2571545,0,50,20,0,13
29,-2571463,0,50,20,1,9
31,-2569745,0,50,20,2,5
33,-2567234,0,50,20,2,13
35,-2565189,0,50,20,3,9
37,-2562115,0,50,30,0,5
39,-2562029,0,50,30,0,13
41,-2561972,0,50,30,1,9
43,-2558751,0,50,30,2,5
45,-2557337,0,50,30,2,13
47,-2555091,0,50,30,3,9
49,-2552054,0,50,40,0,5
51,-2551945,0,50,40,0,13
53,-2551828,0,50,40,1,9
55,-2548896,0,50,40,2,5
57,-2544295,0,50,40,2,13
59,-2536961,0,50,40,3,9
61,-2531270,0,50,50,0,5
63,-2531154,0,50,50,0,13
65,-2531075,0,50,50,1,9
67,-2525714,0,50,50,2,5
69,-2520482,0,50,50,2,13
71,-2512447,0,50,50,3,9
73,-2505528,1,50,0,0,5
75,-2505187,1,50,0,0,13
77,-2504914,1,50,0,1,9
79,-2502527,1,50,0,2,5
81,-2497817,1,50,0,2,13
83,-2493467,1,50,0,3,9
85,-2491376,1,50,10,0,5
87,-2491093,1,50,10,0,13
89,-2490891,1,50,10,1,9
91,-2484060,1,50,10,2,5
93,-2473121,1,50,10,2,13
95,-2463386,1,50,10,3,9
97,-2452191,1,50,20,0,5
99,-2451870,1,50,20,0,13
101,-2451584,1,50,20,1,9
103,-2430573,1,50,20,2,5
105,-2416304,1,50,20,2,13
107,-2403143,1,50,20,3,9
109,-2391027,1,50,30,0,5
111,-2390684,1,50,30,0,13
113,-2390416,1,50,30,1,9
115,-2372703,1,50,30,2,5
117,-2346046,1,50,30,2,13
119,-2327124,1,50,30,3,9
121,-2310009,1,50,40,0,5
123,-2309645,1,50,40,0,13
125,-2309388,1,50,40,1,9
127,-2273111,1,50,40,2,5
129,-2239447,1,50,40,2,13
131,-2212688,1,50,40,3,9
133,-2183084,1,50,50,0,5
135,-2182794,1,50,50,0,13
137,-2182571,1,50,50,1,9
139,-2149744,1,50,50,2,5
141,-2117746,1,50,50,2,13
143,-2092554,1,50,50,3,9
145,-2063044,2,50,0,0,5
147,-2062812,2,50,0,0,13
149,-2062630,2,50,0,1,9
151,-2061594,2,50,0,2,5
153,-2058903,2,50,0,2,13
155,-2056019,2,50,0,3,9
157,-2053340,2,50,10,0,5
159,-2052982,2,50,10,0,13
161,-2052810,2,50,10,1,9
163,-2046483,2,50,10,2,5
165,-2040609,2,50,10,2,13
167,-2033775,2,50,10,3,9
169,-2029996,2,50,20,0,5
171,-2029685,2,50,20,0,13
173,-2029476,2,50,20,1,9
175,-2017364,2,50,20,2,5
177,-2008154,2,50,20,2,13
179,-1998310,2,50,20,3,9
181,-1989621,2,50,30,0,5
183,-1989380,2,50,30,0,13
185,-1989200,2,50,30,1,9
187,-1975680,2,50,30,2,5
189,-1958038,2,50,30,2,13
191,-1940099,2,50,30,3,9
193,-1924646,2,50,40,0,5
195,-1924322,2,50,40,0,13
197,-1924098,2,50,40,1,9
199,-1902251,2,50,40,2,5
201,-1885643,2,50,40,2,13
203,-1869566,2,50,40,3,9
205,-1842859,2,50,50,0,5
207,-1842637,2,50,50,0,13
209,-1842428,2,50,50,1,9
211,-1829617,2,50,50,2,5
213,-1811791,2,50,50,2,13
215,-1793918,2,50,50,3,9
217,-1739175,3,50,0,0,5
219,-1738974,3,50,0,0,13
221,-1738760,3,50,0,1,9
223,-1735341,3,50,0,2,5
225,-1731198,3,50,0,2,13
227,-1725655,3,50,0,3,9
229,-1723219,3,50,10,0,5
231,-1722869,3,50,10,0,13
233,-1722670,3,50,10,1,9
235,-1717049,3,50,10,2,5
237,-1708889,3,50,10,2,13
239,-1699460,3,50,10,3,9
241,-1689506,3,50,20,0,5
243,-1689226,3,50,20,0,13
245,-1688939,3,50,20,1,9
247,-1673349,3,50,20,2,5
249,-1659098,3,50,20,2,13
251,-1648545,3,50,20,3,9
253,-1629509,3,50,30,0,5
255,-1629240,3,50,30,0,13
257,-1628824,3,50,30,1,9
259,-1608171,3,50,30,2,5
261,-1588366,3,50,30,2,13
263,-1551391,3,50,30,3,9
265,-1533179,3,50,40,0,5
267,-1532793,3,50,40,0,13
269,-1532541,3,50,40,1,9
271,-1495295,3,50,40,2,5
273,-1466346,3,50,40,2,13
275,-1448897,3,50,40,3,9
277,-1415333,3,50,50,0,5
279,-1415101,3,50,50,0,13
281,-1414958,3,50,50,1,9
283,-1373172,3,50,50,2,5
285,-1330122,3,50,50,2,13
287,-1275160,3,50,50,3,9
289,-1251780,4,50,0,0,5
291,-1251092,4,50,0,0,13
293,-1250619,4,50,0,1,9
295,-1244499,4,50,0,2,5
297,-1237919,4,50,0,2,13
299,-1226995,4,50,0,3,9
301,-1219446,4,50,10,0,5
303,-1218878,4,50,10,0,13
305,-1218360,4,50,10,1,9
307,-1198950,4,50,10,2,5
309,-1182917,4,50,10,2,13
311,-1159275,4,50,10,3,9
313,-1143011,4,50,20,0,5
315,-1142405,4,50,20,0,13
317,-1141819,4,50,20,1,9
319,-1102895,4,50,20,2,5
321,-1081670,4,50,20,2,13
323,-1041005,4,50,20,3,9
325,-1002336,4,50,30,0,5
327,-1001750,4,50,30,0,13
329,-1001243,4,50,30,1,9
331,-949545,4,50,30,2,5
333,-917893,4,50,30,2,13
335,-852316,4,50,30,3,9
337,-806165,4,50,40,0,5
339,-805669,4,50,40,0,13
341,-805150,4,50,40,1,9
343,-756689,4,50,40,2,5
345,-715756,4,50,40,2,13
347,-631897,4,50,40,3,9
349,-575878,4,50,50,0,5
351,-575291,4,50,50,0,13
353,-574748,4,50,50,1,9
355,-493941,4,50,50,2,5
357,-441659,4,50,50,2,13
359,-359780,4,50,50,3,9
361,-244866,5,50,0,0,5
363,-244329,5,50,0,0,13
365,-243561,5,50,0,1,9
367,-233292,5,50,0,2,5
369,-223772,5,50,0,2,13
371,-210069,5,50,0,3,9
373,-202341,5,50,10,0,5
375,-201673,5,50,10,0,13
377,-201047,5,50,10,1,9
379,-169439,5,50,10,2,5
381,-151340,5,50,10,2,13
