"run","randomSeed","shapeType","gridSize","noise","sharingType","edgeOfComm"
1,-161464422,0,50,0,0,5
3,-161463939,0,50,0,0,13
5,-161463738,0,50,0,1,9
7,-161463042,0,50,0,2,5
9,-161462275,0,50,0,2,13
11,-161461592,0,50,0,3,9
13,-161461052,0,50,10,0,5
15,-161460926,0,50,10,0,13
17,-161460837,0,50,10,1,9
19,-161459269,0,50,10,2,5
21,-161456901,0,50,10,2,13
23,-161455096,0,50,10,3,9
25,-161453138,0,50,20,0,5
27,-161453028,0,50,20,0,13
29,-161452927,0,50,20,1,9
31,-161449649,0,50,20,2,5
33,-161448336,0,50,20,2,13
35,-161445815,0,50,20,3,9
37,-161443182,0,50,30,0,5
39,-161443009,0,50,30,0,13
41,-161442906,0,50,30,1,9
43,-161440738,0,50,30,2,5
45,-161438663,0,50,30,2,13
47,-161437189,0,50,30,3,9
49,-161432724,0,50,40,0,5
51,-161432620,0,50,40,0,13
53,-161432534,0,50,40,1,9
55,-161429020,0,50,40,2,5
57,-161425479,0,50,40,2,13
59,-161419374,0,50,40,3,9
61,-161411059,0,50,50,0,5
63,-161410984,0,50,50,0,13
65,-161410860,0,50,50,1,9
67,-161402053,0,50,50,2,5
69,-161398653,0,50,50,2,13
71,-161392513,0,50,50,3,9
73,-161386674,1,50,0,0,5
75,-161386256,1,50,0,0,13
77,-161386014,1,50,0,1,9
79,-161383850,1,50,0,2,5
81,-161381084,1,50,0,2,13
83,-161376237,1,50,0,3,9
85,-161372984,1,50,10,0,5
87,-161372643,1,50,10,0,13
89,-161372336,1,50,10,1,9
91,-161362790,1,50,10,2,5
93,-161348295,1,50,10,2,13
95,-161338967,1,50,10,3,9
97,-161330484,1,50,20,0,5
99,-161330029,1,50,20,0,13
101,-161329783,1,50,20,1,9
103,-161318173,1,50,20,2,5
105,-161303673,1,50,20,2,13
107,-161285171,1,50,20,3,9
109,-161270330,1,50,30,0,5
111,-161269908,1,50,30,0,13
113,-161269638,1,50,30,1,9
115,-161257786,1,50,30,2,5
117,-161242129,1,50,30,2,13
119,-161221208,1,50,30,3,9
121,-161185842,1,50,40,0,5
