"run","randomSeed","shapeType","gridSize","noise","sharingType","edgeOfComm"
1,84459532,0,50,0,0,5
3,84459839,0,50,0,0,13
5,84459971,0,50,0,1,9
7,84460369,0,50,0,2,5
9,84461014,0,50,0,2,13
11,84461466,0,50,0,3,9
13,84462192,0,50,10,0,5
15,84462327,0,50,10,0,13
17,84462420,0,50,10,1,9
19,84464041,0,50,10,2,5
21,84465376,0,50,10,2,13
23,84466469,0,50,10,3,9
25,84468491,0,50,20,0,5
27,84468600,0,50,20,0,13
29,84468681,0,50,20,1,9
31,84470603,0,50,20,2,5
33,84472734,0,50,20,2,13
35,84476696,0,50,20,3,9
37,84478594,0,50,30,0,5
39,84478699,0,50,30,0,13
41,84478795,0,50,30,1,9
43,84483901,0,50,30,2,5
45,84486624,0,50,30,2,13
47,84489347,0,50,30,3,9
49,84491647,0,50,40,0,5
51,84491723,0,50,40,0,13
53,84491810,0,50,40,1,9
55,84497427,0,50,40,2,5
57,84500341,0,50,40,2,13
59,84505415,0,50,40,3,9
61,84509814,0,50,50,0,5
63,84509937,0,50,50,0,13
65,84510020,0,50,50,1,9
67,84519451,0,50,50,2,5
69,84525649,0,50,50,2,13
71,84531858,0,50,50,3,9
73,84539181,1,50,0,0,5
75,84539444,1,50,0,0,13
77,84539681,1,50,0,1,9
79,84541771,1,50,0,2,5
81,84546336,1,50,0,2,13
83,84550672,1,50,0,3,9
85,84554120,1,50,10,0,5
87,84554377,1,50,10,0,13
89,84554688,1,50,10,1,9
91,84561682,1,50,10,2,5
93,84568365,1,50,10,2,13
95,84578857,1,50,10,3,9
97,84591480,1,50,20,0,5
99,84591782,1,50,20,0,13
101,84591974,1,50,20,1,9
103,84603963,1,50,20,2,5
105,84614373,1,50,20,2,13
107,84627734,1,50,20,3,9
109,84641164,1,50,30,0,5
111,84641539,1,50,30,0,13
113,84641825,1,50,30,1,9
115,84658000,1,50,30,2,5
117,84669897,1,50,30,2,13
119,84693246,1,50,30,3,9
121,84712036,1,50,40,0,5
123,84712234,1,50,40,0,13
125,84712490,1,50,40,1,9
127,84736635,1,50,40,2,5
129,84770364,1,50,40,2,13
131,84790977,1,50,40,3,9
133,84822395,1,50,50,0,5
135,84822773,1,50,50,0,13
137,84823042,1,50,50,1,9
139,84852868,1,50,50,2,5
141,84890917,1,50,50,2,13
143,84925289,1,50,50,3,9
145,84959768,2,50,0,0,5
147,84959994,2,50,0,0,13
149,84960193,2,50,0,1,9
151,84961586,2,50,0,2,5
153,84963423,2,50,0,2,13
155,84965698,2,50,0,3,9
157,84966423,2,50,10,0,5
159,84966685,2,50,10,0,13
161,84966885,2,50,10,1,9
163,84975674,2,50,10,2,5
165,84985322,2,50,10,2,13
167,84989196,2,50,10,3,9
169,84993082,2,50,20,0,5
171,84993372,2,50,20,0,13
173,84993533,2,50,20,1,9
175,85009777,2,50,20,2,5
177,85020361,2,50,20,2,13
179,85028374,2,50,20,3,9
181,85044815,2,50,30,0,5
183,85045127,2,50,30,0,13
185,85045330,2,50,30,1,9
187,85054407,2,50,30,2,5
189,85068409,2,50,30,2,13
191,85075591,2,50,30,3,9
193,85087886,2,50,40,0,5
195,85088099,2,50,40,0,13
197,85088315,2,50,40,1,9
199,85105094,2,50,40,2,5
201,85122657,2,50,40,2,13
203,85138741,2,50,40,3,9
205,85169580,2,50,50,0,5
207,85169842,2,50,50,0,13
209,85170063,2,50,50,1,9
211,85201621,2,50,50,2,5
213,85229544,2,50,50,2,13
215,85255180,2,50,50,3,9
