"run","randomSeed","shapeType","gridSize","noise","sharingType","edgeOfComm"
1,48925429,0,50,0,0,5
3,48925843,0,50,0,0,13
5,48925936,0,50,0,1,9
7,48926393,0,50,0,2,5
9,48926902,0,50,0,2,13
11,48928054,0,50,0,3,9
13,48928618,0,50,10,0,5
15,48928711,0,50,10,0,13
17,48928806,0,50,10,1,9
19,48929578,0,50,10,2,5
21,48931150,0,50,10,2,13
23,48933116,0,50,10,3,9
25,48934732,0,50,20,0,5
27,48934814,0,50,20,0,13
29,48934907,0,50,20,1,9
31,48936484,0,50,20,2,5
33,48939395,0,50,20,2,13
35,48941317,0,50,20,3,9
37,48943003,0,50,30,0,5
39,48943127,0,50,30,0,13
41,48943207,0,50,30,1,9
43,48946727,0,50,30,2,5
45,48951362,0,50,30,2,13
47,48955325,0,50,30,3,9
49,48959000,0,50,40,0,5
51,48959117,0,50,40,0,13
53,48959200,0,50,40,1,9
55,48966004,0,50,40,2,5
57,48968719,0,50,40,2,13
59,48973267,0,50,40,3,9
61,48978507,0,50,50,0,5
63,48978570,0,50,50,0,13
65,48978651,0,50,50,1,9
67,48984022,0,50,50,2,5
69,48988466,0,50,50,2,13
71,48996972,0,50,50,3,9
73,49003499,1,50,0,0,5
75,49003798,1,50,0,0,13
77,49004008,1,50,0,1,9
79,49005870,1,50,0,2,5
81,49010896,1,50,0,2,13
83,49015431,1,50,0,3,9
85,49018687,1,50,10,0,5
87,49019014,1,50,10,0,13
89,49019262,1,50,10,1,9
91,49022552,1,50,10,2,5
93,49031708,1,50,10,2,13
95,49039749,1,50,10,3,9
97,49046564,1,50,20,0,5
99,49046927,1,50,20,0,13
101,49047196,1,50,20,1,9
103,49059460,1,50,20,2,5
105,49075351,1,50,20,2,13
107,49084636,1,50,20,3,9
109,49095670,1,50,30,0,5
111,49096082,1,50,30,0,13
113,49096324,1,50,30,1,9
115,49127208,1,50,30,2,5
117,49154838,1,50,30,2,13
119,49172719,1,50,30,3,9
121,49187091,1,50,40,0,5
123,49187499,1,50,40,0,13
125,49187758,1,50,40,1,9
127,49209343,1,50,40,2,5
129,49237843,1,50,40,2,13
131,49260623,1,50,40,3,9
133,49287018,1,50,50,0,5
135,49287439,1,50,50,0,13
137,49287715,1,50,50,1,9
139,49315000,1,50,50,2,5
141,49329225,1,50,50,2,13
143,49360857,1,50,50,3,9
145,49375384,2,50,0,0,5
147,49375588,2,50,0,0,13
149,49375793,2,50,0,1,9
151,49377641,2,50,0,2,5
153,49379873,2,50,0,2,13
155,49382746,2,50,0,3,9
157,49384989,2,50,10,0,5
159,49385140,2,50,10,0,13
161,49385352,2,50,10,1,9
163,49396323,2,50,10,2,5
165,49404386,2,50,10,2,13
167,49409826,2,50,10,3,9
169,49415503,2,50,20,0,5
171,49415832,2,50,20,0,13
173,49416036,2,50,20,1,9
175,49424162,2,50,20,2,5
177,49437467,2,50,20,2,13
179,49447941,2,50,20,3,9
181,49458047,2,50,30,0,5
183,49458302,2,50,30,0,13
185,49458492,2,50,30,1,9
187,49480281,2,50,30,2,5
189,49498580,2,50,30,2,13
191,49506556,2,50,30,3,9
193,49525114,2,50,40,0,5
195,49525353,2,50,40,0,13
197,49525573,2,50,40,1,9
199,49538931,2,50,40,2,5
201,49554761,2,50,40,2,13
203,49573974,2,50,40,3,9
205,49597941,2,50,50,0,5
207,49598191,2,50,50,0,13
209,49598361,2,50,50,1,9
211,49619229,2,50,50,2,5
213,49642037,2,50,50,2,13
215,49659483,2,50,50,3,9
217,49689342,3,50,0,0,5
219,49689741,3,50,0,0,13
221,49690000,3,50,0,1,9
223,49693639,3,50,0,2,5
225,49698522,3,50,0,2,13
227,49701703,3,50,0,3,9
229,49705362,3,50,10,0,5
231,49705646,3,50,10,0,13
233,49705887,3,50,10,1,9
235,49712013,3,50,10,2,5
237,49719494,3,50,10,2,13
239,49727117,3,50,10,3,9
241,49739450,3,50,20,0,5
243,49739739,3,50,20,0,13
245,49739988,3,50,20,1,9
247,49753900,3,50,20,2,5
249,49769642,3,50,20,2,13
251,49784094,3,50,20,3,9
253,49802887,3,50,30,0,5
255,49803235,3,50,30,0,13
257,49803450,3,50,30,1,9
259,49818554,3,50,30,2,5
261,49833763,3,50,30,2,13
263,49851796,3,50,30,3,9
265,49872803,3,50,40,0,5
267,49873107,3,50,40,0,13
269,49873328,3,50,40,1,9
271,49893282,3,50,40,2,5
273,49919651,3,50,40,2,13
275,49940198,3,50,40,3,9
277,49957992,3,50,50,0,5
279,49958254,3,50,50,0,13
281,49958478,3,50,50,1,9
283,50003777,3,50,50,2,5
285,50040429,3,50,50,2,13
287,50068855,3,50,50,3,9
289,50109452,4,50,0,0,5
291,50109984,4,50,0,0,13
293,50110464,4,50,0,1,9
295,50115780,4,50,0,2,5
297,50122259,4,50,0,2,13
299,50130910,4,50,0,3,9
301,50135703,4,50,10,0,5
303,50136272,4,50,10,0,13
305,50136659,4,50,10,1,9
307,50154695,4,50,10,2,5
309,50172009,4,50,10,2,13
311,50195390,4,50,10,3,9
313,50210048,4,50,20,0,5
315,50210534,4,50,20,0,13
317,50210982,4,50,20,1,9
319,50247691,4,50,20,2,5
321,50269456,4,50,20,2,13
323,50305626,4,50,20,3,9
325,50338541,4,50,30,0,5
327,50339120,4,50,30,0,13
329,50339726,4,50,30,1,9
331,50379373,4,50,30,2,5
333,50410291,4,50,30,2,13
335,50457075,4,50,30,3,9
337,50499133,4,50,40,0,5
339,50499676,4,50,40,0,13
341,50500157,4,50,40,1,9
343,50559567,4,50,40,2,5
345,50599416,4,50,40,2,13
347,50660057,4,50,40,3,9
349,50712859,4,50,50,0,5
351,50713431,4,50,50,0,13
353,50713936,4,50,50,1,9
355,50779372,4,50,50,2,5
357,50832825,4,50,50,2,13
359,50936575,4,50,50,3,9
361,51022325,5,50,0,0,5
363,51022864,5,50,0,0,13
365,51023515,5,50,0,1,9
367,51028462,5,50,0,2,5
369,51033761,5,50,0,2,13
371,51048781,5,50,0,3,9
373,51057794,5,50,10,0,5
375,51058486,5,50,10,0,13
377,51058991,5,50,10,1,9
379,51077862,5,50,10,2,5
381,51098032,5,50,10,2,13
383,51134895,5,50,10,3,9
385,51160340,5,50,20,0,5
387,51160893,5,50,20,0,13
389,51161525,5,50,20,1,9
391,51204829,5,50,20,2,5
393,51228080,5,50,20,2,13
395,51284343,5,50,20,3,9
397,51334403,5,50,30,0,5
399,51335085,5,50,30,0,13
401,51335746,5,50,30,1,9
403,51400405,5,50,30,2,5
405,51436507,5,50,30,2,13
407,51517570,5,50,30,3,9
409,51589034,5,50,40,0,5
411,51589553,5,50,40,0,13
413,51590171,5,50,40,1,9
415,51666178,5,50,40,2,5
417,51721467,5,50,40,2,13
419,51788936,5,50,40,3,9
421,51874451,5,50,50,0,5
423,51875108,5,50,50,0,13
425,51875589,5,50,50,1,9
427,51976350,5,50,50,2,5
429,52035317,5,50,50,2,13
431,52175555,5,50,50,3,9
2,48925458,0,50,0,0,9
4,48925788,0,50,0,1,5
6,48926523,0,50,0,1,13
8,48927101,0,50,0,2,9
10,48927766,0,50,0,3,5
12,48928312,0,50,0,3,13
14,48928729,0,50,10,0,9
16,48928843,0,50,10,1,5
18,48930794,0,50,10,1,13
20,48932262,0,50,10,2,9
22,48933514,0,50,10,3,5
24,48935983,0,50,10,3,13
26,48937914,0,50,20,0,9
28,48938021,0,50,20,1,5
30,48939704,0,50,20,1,13
32,48943202,0,50,20,2,9
34,48946644,0,50,20,3,5
36,48949730,0,50,20,3,13
38,48950887,0,50,30,0,9
40,48950983,0,50,30,1,5
42,48953742,0,50,30,1,13
44,48958948,0,50,30,2,9
46,48962476,0,50,30,3,5
48,48965803,0,50,30,3,13
50,48968160,0,50,40,0,9
52,48968240,0,50,40,1,5
54,48972996,0,50,40,1,13
56,48982797,0,50,40,2,9
58,48988436,0,50,40,3,5
60,48997337,0,50,40,3,13
62,49003628,0,50,50,0,9
64,49003723,0,50,50,1,5
66,49008014,0,50,50,1,13
68,49015004,0,50,50,2,9
70,49021030,0,50,50,3,5
72,49025441,0,50,50,3,13
74,49032872,1,50,0,0,9
76,49033048,1,50,0,1,5
78,49036194,1,50,0,1,13
80,49038964,1,50,0,2,9
82,49042921,1,50,0,3,5
84,49045720,1,50,0,3,13
86,49048350,1,50,10,0,9
88,49048543,1,50,10,1,5
90,49056109,1,50,10,1,13
92,49063417,1,50,10,2,9
94,49075423,1,50,10,3,5
96,49085003,1,50,10,3,13
98,49092571,1,50,20,0,9
100,49092800,1,50,20,1,5
102,49108180,1,50,20,1,13
104,49121889,1,50,20,2,9
106,49130720,1,50,20,3,5
108,49149133,1,50,20,3,13
110,49158694,1,50,30,0,9
112,49158951,1,50,30,1,5
114,49168521,1,50,30,1,13
116,49185010,1,50,30,2,9
118,49201983,1,50,30,3,5
120,49220282,1,50,30,3,13
122,49239688,1,50,40,0,9
124,49239994,1,50,40,1,5
126,49258869,1,50,40,1,13
128,49283064,1,50,40,2,9
130,49304163,1,50,40,3,5
132,49319090,1,50,40,3,13
134,49348602,1,50,50,0,9
136,49348834,1,50,50,1,5
138,49376192,1,50,50,1,13
140,49403322,1,50,50,2,9
142,49422633,1,50,50,3,5
144,49447227,1,50,50,3,13
146,49485477,2,50,0,0,9
