"run","randomSeed","shapeType","gridSize","noise","sharingType","edgeOfComm"
1,-185114215,0,50,0,0,5
3,-185113918,0,50,0,0,13
5,-185113803,0,50,0,1,9
7,-185113287,0,50,0,2,5
9,-185112579,0,50,0,2,13
11,-185112039,0,50,0,3,9
13,-185111328,0,50,10,0,5
15,-185111250,0,50,10,0,13
17,-185111154,0,50,10,1,9
19,-185109447,0,50,10,2,5
21,-185108363,0,50,10,2,13
23,-185106791,0,50,10,3,9
25,-185106212,0,50,20,0,5
27,-185106052,0,50,20,0,13
29,-185105943,0,50,20,1,9
31,-185102878,0,50,20,2,5
33,-185100703,0,50,20,2,13
35,-185098158,0,50,20,3,9
37,-185093266,0,50,30,0,5
39,-185093177,0,50,30,0,13
41,-185093060,0,50,30,1,9
43,-185088939,0,50,30,2,5
45,-185085914,0,50,30,2,13
47,-185081841,0,50,30,3,9
49,-185079322,0,50,40,0,5
51,-185079207,0,50,40,0,13
53,-185079086,0,50,40,1,9
55,-185074221,0,50,40,2,5
57,-185068437,0,50,40,2,13
59,-185062411,0,50,40,3,9
61,-185057271,0,50,50,0,5
63,-185057162,0,50,50,0,13
65,-185057076,0,50,50,1,9
67,-185049272,0,50,50,2,5
69,-185043205,0,50,50,2,13
71,-185036144,0,50,50,3,9
73,-185029551,1,50,0,0,5
75,-185029217,1,50,0,0,13
77,-185029015,1,50,0,1,9
79,-185027199,1,50,0,2,5
81,-185024856,1,50,0,2,13
83,-185022215,1,50,0,3,9
85,-185017521,1,50,10,0,5
87,-185017132,1,50,10,0,13
89,-185016875,1,50,10,1,9
91,-185011016,1,50,10,2,5
93,-185005050,1,50,10,2,13
95,-184994937,1,50,10,3,9
97,-184988011,1,50,20,0,5
99,-184987682,1,50,20,0,13
101,-184987482,1,50,20,1,9
103,-184976594,1,50,20,2,5
105,-184963202,1,50,20,2,13
107,-184951051,1,50,20,3,9
109,-184939423,1,50,30,0,5
111,-184939054,1,50,30,0,13
113,-184938853,1,50,30,1,9
115,-184923025,1,50,30,2,5
117,-184906367,1,50,30,2,13
119,-184898550,1,50,30,3,9
121,-184871478,1,50,40,0,5
123,-184871090,1,50,40,0,13
125,-184870887,1,50,40,1,9
127,-184847079,1,50,40,2,5
129,-184818838,1,50,40,2,13
131,-184789045,1,50,40,3,9
133,-184763286,1,50,50,0,5
135,-184762913,1,50,50,0,13
137,-184762665,1,50,50,1,9
139,-184726351,1,50,50,2,5
141,-184693205,1,50,50,2,13
143,-184662221,1,50,50,3,9
145,-184625221,2,50,0,0,5
147,-184625011,2,50,0,0,13
149,-184624854,2,50,0,1,9
151,-184623256,2,50,0,2,5
153,-184619561,2,50,0,2,13
155,-184617326,2,50,0,3,9
157,-184614787,2,50,10,0,5
159,-184614477,2,50,10,0,13
161,-184614299,2,50,10,1,9
163,-184606049,2,50,10,2,5
165,-184600889,2,50,10,2,13
167,-184594028,2,50,10,3,9
169,-184587402,2,50,20,0,5
171,-184587216,2,50,20,0,13
173,-184587038,2,50,20,1,9
175,-184578949,2,50,20,2,5
177,-184566930,2,50,20,2,13
179,-184556960,2,50,20,3,9
181,-184549803,2,50,30,0,5
183,-184549586,2,50,30,0,13
185,-184549375,2,50,30,1,9
187,-184538611,2,50,30,2,5
189,-184522675,2,50,30,2,13
191,-184511737,2,50,30,3,9
193,-184497901,2,50,40,0,5
195,-184497670,2,50,40,0,13
197,-184497486,2,50,40,1,9
199,-184485998,2,50,40,2,5
201,-184472667,2,50,40,2,13
203,-184453528,2,50,40,3,9
205,-184436981,2,50,50,0,5
207,-184436762,2,50,50,0,13
209,-184436584,2,50,50,1,9
211,-184418253,2,50,50,2,5
213,-184391235,2,50,50,2,13
215,-184366548,2,50,50,3,9
217,-184340668,3,50,0,0,5
219,-184340213,3,50,0,0,13
221,-184339735,3,50,0,1,9
223,-184336980,3,50,0,2,5
225,-184332291,3,50,0,2,13
227,-184328457,3,50,0,3,9
229,-184325496,3,50,10,0,5
231,-184325152,3,50,10,0,13
233,-184324878,3,50,10,1,9
235,-184314049,3,50,10,2,5
237,-184304329,3,50,10,2,13
239,-184295648,3,50,10,3,9
241,-184287811,3,50,20,0,5
243,-184287582,3,50,20,0,13
245,-184287298,3,50,20,1,9
247,-184270011,3,50,20,2,5
249,-184255247,3,50,20,2,13
251,-184230611,3,50,20,3,9
253,-184213081,3,50,30,0,5
255,-184212746,3,50,30,0,13
257,-184212552,3,50,30,1,9
259,-184191299,3,50,30,2,5
261,-184172267,3,50,30,2,13
263,-184154478,3,50,30,3,9
265,-184129915,3,50,40,0,5
267,-184129531,3,50,40,0,13
269,-184129246,3,50,40,1,9
271,-184098650,3,50,40,2,5
273,-184081067,3,50,40,2,13
275,-184033679,3,50,40,3,9
277,-184000677,3,50,50,0,5
279,-184000394,3,50,50,0,13
281,-184000169,3,50,50,1,9
283,-183957145,3,50,50,2,5
285,-183924526,3,50,50,2,13
287,-183896506,3,50,50,3,9
289,-183872264,4,50,0,0,5
291,-183871650,4,50,0,0,13
293,-183871133,4,50,0,1,9
295,-183865783,4,50,0,2,5
297,-183858413,4,50,0,2,13
299,-183847228,4,50,0,3,9
301,-183843460,4,50,10,0,5
303,-183842825,4,50,10,0,13
305,-183842206,4,50,10,1,9
307,-183826487,4,50,10,2,5
