"run","randomSeed","shapeType","gridSize","noise","sharingType","edgeOfComm"
1,-7834541,0,50,0,0,5
3,-7834231,0,50,0,0,13
5,-7834054,0,50,0,1,9
7,-7833354,0,50,0,2,5
9,-7831790,0,50,0,2,13
11,-7830805,0,50,0,3,9
13,-7830027,0,50,10,0,5
15,-7829945,0,50,10,0,13
17,-7829855,0,50,10,1,9
19,-7828201,0,50,10,2,5
21,-7826471,0,50,10,2,13
23,-7824621,0,50,10,3,9
25,-7823034,0,50,20,0,5
27,-7822900,0,50,20,0,13
29,-7822783,0,50,20,1,9
31,-7821195,0,50,20,2,5
33,-7818806,0,50,20,2,13
35,-7816532,0,50,20,3,9
37,-7812385,0,50,30,0,5
39,-7812228,0,50,30,0,13
41,-7812134,0,50,30,1,9
43,-7806733,0,50,30,2,5
45,-7800990,0,50,30,2,13
47,-7798761,0,50,30,3,9
49,-7792803,0,50,40,0,5
51,-7792666,0,50,40,0,13
53,-7792582,0,50,40,1,9
55,-7787400,0,50,40,2,5
57,-7783037,0,50,40,2,13
59,-7775892,0,50,40,3,9
61,-7772460,0,50,50,0,5
63,-7772304,0,50,50,0,13
65,-7772211,0,50,50,1,9
67,-7768486,0,50,50,2,5
69,-7763949,0,50,50,2,13
71,-7758843,0,50,50,3,9
73,-7751254,1,50,0,0,5
75,-7750917,1,50,0,0,13
77,-7750499,1,50,0,1,9
79,-7749687,1,50,0,2,5
81,-7744001,1,50,0,2,13
83,-7739962,1,50,0,3,9
85,-7738055,1,50,10,0,5
87,-7737700,1,50,10,0,13
89,-7737497,1,50,10,1,9
91,-7722753,1,50,10,2,5
93,-7716574,1,50,10,2,13
95,-7705997,1,50,10,3,9
97,-7698047,1,50,20,0,5
99,-7697596,1,50,20,0,13
101,-7697364,1,50,20,1,9
103,-7684945,1,50,20,2,5
105,-7668883,1,50,20,2,13
107,-7660195,1,50,20,3,9
109,-7635572,1,50,30,0,5
111,-7635285,1,50,30,0,13
113,-7634996,1,50,30,1,9
115,-7625203,1,50,30,2,5
117,-7603095,1,50,30,2,13
119,-7579554,1,50,30,3,9
121,-7569118,1,50,40,0,5
123,-7568855,1,50,40,0,13
125,-7568688,1,50,40,1,9
127,-7542637,1,50,40,2,5
129,-7518511,1,50,40,2,13
131,-7487662,1,50,40,3,9
133,-7470612,1,50,50,0,5
135,-7470328,1,50,50,0,13
137,-7470053,1,50,50,1,9
139,-7437653,1,50,50,2,5
141,-7416707,1,50,50,2,13
143,-7389287,1,50,50,3,9
145,-7348699,2,50,0,0,5
147,-7348450,2,50,0,0,13
149,-7348261,2,50,0,1,9
151,-7345031,2,50,0,2,5
153,-7341355,2,50,0,2,13
155,-7339871,2,50,0,3,9
157,-7338806,2,50,10,0,5
159,-7338528,2,50,10,0,13
161,-7338340,2,50,10,1,9
163,-7333458,2,50,10,2,5
165,-7326058,2,50,10,2,13
167,-7319773,2,50,10,3,9
169,-7310862,2,50,20,0,5
171,-7310556,2,50,20,0,13
173,-7310369,2,50,20,1,9
175,-7294441,2,50,20,2,5
177,-7283277,2,50,20,2,13
179,-7275247,2,50,20,3,9
181,-7266911,2,50,30,0,5
183,-7266543,2,50,30,0,13
185,-7266333,2,50,30,1,9
187,-7252932,2,50,30,2,5
189,-7233729,2,50,30,2,13
191,-7222166,2,50,30,3,9
193,-7210367,2,50,40,0,5
195,-7210103,2,50,40,0,13
197,-7209826,2,50,40,1,9
199,-7179462,2,50,40,2,5
201,-7153614,2,50,40,2,13
203,-7129087,2,50,40,3,9
205,-7114635,2,50,50,0,5
207,-7114430,2,50,50,0,13
209,-7114247,2,50,50,1,9
211,-7097100,2,50,50,2,5
213,-7073627,2,50,50,2,13
215,-7050062,2,50,50,3,9
217,-7036679,3,50,0,0,5
219,-7036287,3,50,0,0,13
221,-7035853,3,50,0,1,9
223,-7033736,3,50,0,2,5
225,-7029982,3,50,0,2,13
227,-7026803,3,50,0,3,9
229,-7023716,3,50,10,0,5
231,-7023381,3,50,10,0,13
233,-7022910,3,50,10,1,9
235,-7011302,3,50,10,2,5
237,-7002287,3,50,10,2,13
239,-6995876,3,50,10,3,9
241,-6984305,3,50,20,0,5
243,-6983960,3,50,20,0,13
245,-6983565,3,50,20,1,9
247,-6973623,3,50,20,2,5
249,-6964170,3,50,20,2,13
251,-6950953,3,50,20,3,9
253,-6935634,3,50,30,0,5
255,-6935301,3,50,30,0,13
257,-6935102,3,50,30,1,9
259,-6908268,3,50,30,2,5
261,-6890260,3,50,30,2,13
263,-6871348,3,50,30,3,9
265,-6834706,3,50,40,0,5
267,-6834439,3,50,40,0,13
269,-6834210,3,50,40,1,9
271,-6805089,3,50,40,2,5
273,-6787835,3,50,40,2,13
275,-6766233,3,50,40,3,9
277,-6739054,3,50,50,0,5
279,-6738692,3,50,50,0,13
281,-6738409,3,50,50,1,9
283,-6693838,3,50,50,2,5
285,-6652648,3,50,50,2,13
287,-6627153,3,50,50,3,9
289,-6609895,4,50,0,0,5
291,-6609337,4,50,0,0,13
293,-6608771,4,50,0,1,9
295,-6604262,4,50,0,2,5
297,-6597978,4,50,0,2,13
299,-6587632,4,50,0,3,9
301,-6581753,4,50,10,0,5
303,-6581120,4,50,10,0,13
305,-6580616,4,50,10,1,9
307,-6563790,4,50,10,2,5
309,-6549104,4,50,10,2,13
311,-6525457,4,50,10,3,9
313,-6507221,4,50,20,0,5
315,-6506636,4,50,20,0,13
