"run","randomSeed","shapeType","gridSize","noise","sharingType","edgeOfComm"
1,-99879820,0,50,0,0,5
3,-99879349,0,50,0,0,13
5,-99879225,0,50,0,1,9
7,-99878607,0,50,0,2,5
9,-99877603,0,50,0,2,13
11,-99876646,0,50,0,3,9
13,-99876065,0,50,10,0,5
15,-99875961,0,50,10,0,13
17,-99875850,0,50,10,1,9
19,-99874812,0,50,10,2,5
21,-99873988,0,50,10,2,13
23,-99872742,0,50,10,3,9
25,-99871124,0,50,20,0,5
27,-99871016,0,50,20,0,13
29,-99870927,0,50,20,1,9
31,-99869194,0,50,20,2,5
33,-99867149,0,50,20,2,13
35,-99865335,0,50,20,3,9
37,-99861888,0,50,30,0,5
39,-99861769,0,50,30,0,13
41,-99861674,0,50,30,1,9
43,-99857875,0,50,30,2,5
45,-99853801,0,50,30,2,13
47,-99850726,0,50,30,3,9
49,-99843955,0,50,40,0,5
51,-99843906,0,50,40,0,13
53,-99843843,0,50,40,1,9
55,-99840607,0,50,40,2,5
57,-99833429,0,50,40,2,13
59,-99825185,0,50,40,3,9
61,-99820405,0,50,50,0,5
63,-99820303,0,50,50,0,13
65,-99820206,0,50,50,1,9
67,-99812350,0,50,50,2,5
69,-99805021,0,50,50,2,13
71,-99790429,0,50,50,3,9
73,-99784054,1,50,0,0,5
75,-99783789,1,50,0,0,13
77,-99783562,1,50,0,1,9
79,-99781563,1,50,0,2,5
81,-99775846,1,50,0,2,13
83,-99772074,1,50,0,3,9
85,-99769238,1,50,10,0,5
87,-99769025,1,50,10,0,13
89,-99768849,1,50,10,1,9
91,-99761481,1,50,10,2,5
93,-99756737,1,50,10,2,13
95,-99745812,1,50,10,3,9
97,-99735708,1,50,20,0,5
99,-99735390,1,50,20,0,13
101,-99735196,1,50,20,1,9
103,-99721840,1,50,20,2,5
105,-99702453,1,50,20,2,13
107,-99684321,1,50,20,3,9
109,-99673261,1,50,30,0,5
111,-99672877,1,50,30,0,13
113,-99672643,1,50,30,1,9
115,-99655728,1,50,30,2,5
117,-99639550,1,50,30,2,13
119,-99620023,1,50,30,3,9
121,-99602011,1,50,40,0,5
123,-99601691,1,50,40,0,13
125,-99601498,1,50,40,1,9
127,-99579435,1,50,40,2,5
129,-99552454,1,50,40,2,13
131,-99527058,1,50,40,3,9
133,-99480995,1,50,50,0,5
135,-99480638,1,50,50,0,13
137,-99480450,1,50,50,1,9
139,-99468963,1,50,50,2,5
141,-99448855,1,50,50,2,13
143,-99408954,1,50,50,3,9
145,-99361063,2,50,0,0,5
147,-99360730,2,50,0,0,13
149,-99360521,2,50,0,1,9
151,-99358741,2,50,0,2,5
153,-99356297,2,50,0,2,13
155,-99354249,2,50,0,3,9
157,-99352879,2,50,10,0,5
159,-99352582,2,50,10,0,13
161,-99352386,2,50,10,1,9
163,-99348145,2,50,10,2,5
165,-99340019,2,50,10,2,13
167,-99337510,2,50,10,3,9
169,-99332330,2,50,20,0,5
171,-99332093,2,50,20,0,13
173,-99331911,2,50,20,1,9
175,-99326235,2,50,20,2,5
177,-99310257,2,50,20,2,13
179,-99298377,2,50,20,3,9
181,-99282935,2,50,30,0,5
183,-99282651,2,50,30,0,13
185,-99282500,2,50,30,1,9
187,-99270846,2,50,30,2,5
189,-99256663,2,50,30,2,13
191,-99242015,2,50,30,3,9
193,-99220174,2,50,40,0,5
195,-99219857,2,50,40,0,13
197,-99219751,2,50,40,1,9
199,-99203395,2,50,40,2,5
201,-99178400,2,50,40,2,13
203,-99162567,2,50,40,3,9
205,-99137885,2,50,50,0,5
207,-99137667,2,50,50,0,13
209,-99137512,2,50,50,1,9
211,-99101004,2,50,50,2,5
213,-99070643,2,50,50,2,13
215,-99045866,2,50,50,3,9
217,-99010907,3,50,0,0,5
219,-99010571,3,50,0,0,13
221,-99010268,3,50,0,1,9
223,-99006276,3,50,0,2,5
225,-99001297,3,50,0,2,13
227,-98997659,3,50,0,3,9
229,-98995461,3,50,10,0,5
231,-98995142,3,50,10,0,13
233,-98994914,3,50,10,1,9
235,-98982074,3,50,10,2,5
237,-98974339,3,50,10,2,13
239,-98958699,3,50,10,3,9
241,-98950175,3,50,20,0,5
243,-98949897,3,50,20,0,13
245,-98949606,3,50,20,1,9
247,-98929731,3,50,20,2,5
249,-98918844,3,50,20,2,13
251,-98906582,3,50,20,3,9
253,-98885235,3,50,30,0,5
255,-98884911,3,50,30,0,13
257,-98884675,3,50,30,1,9
259,-98853171,3,50,30,2,5
261,-98835358,3,50,30,2,13
263,-98819477,3,50,30,3,9
265,-98808083,3,50,40,0,5
267,-98807764,3,50,40,0,13
269,-98807443,3,50,40,1,9
271,-98776650,3,50,40,2,5
273,-98747112,3,50,40,2,13
275,-98738467,3,50,40,3,9
277,-98703333,3,50,50,0,5
279,-98703125,3,50,50,0,13
281,-98702923,3,50,50,1,9
283,-98655752,3,50,50,2,5
285,-98626005,3,50,50,2,13
287,-98601613,3,50,50,3,9
289,-98565705,4,50,0,0,5
291,-98565235,4,50,0,0,13
293,-98564717,4,50,0,1,9
295,-98558007,4,50,0,2,5
297,-98551839,4,50,0,2,13
299,-98540190,4,50,0,3,9
301,-98535527,4,50,10,0,5
303,-98534998,4,50,10,0,13
305,-98534400,4,50,10,1,9
307,-98516696,4,50,10,2,5
309,-98502138,4,50,10,2,13
311,-98472616,4,50,10,3,9
313,-98458184,4,50,20,0,5
315,-98457618,4,50,20,0,13
317,-98457228,4,50,20,1,9
319,-98429865,4,50,20,2,5
321,-98410021,4,50,20,2,13
323,-98360218,4,50,20,3,9
325,-98328675,4,50,30,0,5
327,-98328171,4,50,30,0,13
329,-98327696,4,50,30,1,9
331,-98291473,4,50,30,2,5
333,-98262791,4,50,30,2,13
335,-98213769,4,50,30,3,9
337,-98164569,4,50,40,0,5
339,-98164007,4,50,40,0,13
341,-98163473,4,50,40,1,9
343,-98107143,4,50,40,2,5
345,-98072059,4,50,40,2,13
347,-98002376,4,50,40,3,9
349,-97919896,4,50,50,0,5
351,-97919342,4,50,50,0,13
353,-97918906,4,50,50,1,9
355,-97867195,4,50,50,2,5
357,-97818186,4,50,50,2,13
359,-97723293,4,50,50,3,9
361,-97636629,5,50,0,0,5
363,-97636103,5,50,0,0,13
365,-97635547,5,50,0,1,9
367,-97626781,5,50,0,2,5
369,-97620048,5,50,0,2,13
371,-97599872,5,50,0,3,9
373,-97593362,5,50,10,0,5
375,-97592819,5,50,10,0,13
377,-97592333,5,50,10,1,9
379,-97557403,5,50,10,2,5
381,-97542876,5,50,10,2,13
383,-97515541,5,50,10,3,9
385,-97486955,5,50,20,0,5
387,-97486307,5,50,20,0,13
389,-97485559,5,50,20,1,9
391,-97441692,5,50,20,2,5
393,-97417903,5,50,20,2,13
395,-97367621,5,50,20,3,9
397,-97321502,5,50,30,0,5
399,-97320952,5,50,30,0,13
401,-97320437,5,50,30,1,9
403,-97261145,5,50,30,2,5
405,-97224002,5,50,30,2,13
407,-97145916,5,50,30,3,9
409,-97079575,5,50,40,0,5
411,-97078941,5,50,40,0,13
413,-97078418,5,50,40,1,9
415,-97012492,5,50,40,2,5
417,-96953667,5,50,40,2,13
419,-96834100,5,50,40,3,9
421,-96768648,5,50,50,0,5
423,-96767987,5,50,50,0,13
425,-96767526,5,50,50,1,9
427,-96666470,5,50,50,2,5
429,-96600367,5,50,50,2,13
431,-96450612,5,50,50,3,9
2,-99879733,0,50,0,0,9
4,-99879360,0,50,0,1,5
6,-99878848,0,50,0,1,13
8,-99878237,0,50,0,2,9
10,-99877587,0,50,0,3,5
12,-99877058,0,50,0,3,13
14,-99876427,0,50,10,0,9
16,-99876320,0,50,10,1,5
18,-99875292,0,50,10,1,13
20,-99873988,0,50,10,2,9
22,-99872375,0,50,10,3,5
24,-99870130,0,50,10,3,13
26,-99868542,0,50,20,0,9
28,-99868480,0,50,20,1,5
30,-99866995,0,50,20,1,13
32,-99864804,0,50,20,2,9
34,-99861674,0,50,20,3,5
36,-99856922,0,50,20,3,13
38,-99851628,0,50,30,0,9
40,-99851543,0,50,30,1,5
42,-99850078,0,50,30,1,13
44,-99847238,0,50,30,2,9
46,-99843290,0,50,30,3,5
48,-99840876,0,50,30,3,13
50,-99837732,0,50,40,0,9
52,-99837650,0,50,40,1,5
54,-99833659,0,50,40,1,13
56,-99829932,0,50,40,2,9
58,-99826177,0,50,40,3,5
60,-99823201,0,50,40,3,13
62,-99815149,0,50,50,0,9
64,-99815054,0,50,50,1,5
66,-99811149,0,50,50,1,13
68,-99805311,0,50,50,2,9
70,-99798823,0,50,50,3,5
72,-99792961,0,50,50,3,13
74,-99784594,1,50,0,0,9
76,-99784248,1,50,0,1,5
78,-99782828,1,50,0,1,13
80,-99780024,1,50,0,2,9
82,-99776911,1,50,0,3,5
84,-99775296,1,50,0,3,13
86,-99772921,1,50,10,0,9
88,-99772702,1,50,10,1,5
90,-99767736,1,50,10,1,13
92,-99758775,1,50,10,2,9
94,-99742812,1,50,10,3,5
96,-99733512,1,50,10,3,13
98,-99724603,1,50,20,0,9
100,-99724228,1,50,20,1,5
102,-99710567,1,50,20,1,13
104,-99699869,1,50,20,2,9
106,-99683383,1,50,20,3,5
108,-99672252,1,50,20,3,13
110,-99657775,1,50,30,0,9
112,-99657556,1,50,30,1,5
114,-99642190,1,50,30,1,13
116,-99626131,1,50,30,2,9
118,-99607830,1,50,30,3,5
120,-99587095,1,50,30,3,13
122,-99572490,1,50,40,0,9
124,-99572137,1,50,40,1,5
