"run","randomSeed","shapeType","gridSize","noise","sharingType","edgeOfComm"
1,-178062874,0,50,0,0,5
3,-178062462,0,50,0,0,13
5,-178062371,0,50,0,1,9
7,-178061846,0,50,0,2,5
9,-178061108,0,50,0,2,13
11,-178060840,0,50,0,3,9
13,-178060103,0,50,10,0,5
15,-178059991,0,50,10,0,13
17,-178059905,0,50,10,1,9
19,-178057916,0,50,10,2,5
21,-178056028,0,50,10,2,13
23,-178054161,0,50,10,3,9
25,-178053448,0,50,20,0,5
27,-178053348,0,50,20,0,13
29,-178053250,0,50,20,1,9
31,-178049963,0,50,20,2,5
33,-178048065,0,50,20,2,13
35,-178044959,0,50,20,3,9
37,-178042595,0,50,30,0,5
39,-178042462,0,50,30,0,13
41,-178042367,0,50,30,1,9
43,-178039592,0,50,30,2,5
45,-178035576,0,50,30,2,13
47,-178031506,0,50,30,3,9
49,-178025246,0,50,40,0,5
51,-178025117,0,50,40,0,13
53,-178025056,0,50,40,1,9
55,-178020653,0,50,40,2,5
57,-178014860,0,50,40,2,13
59,-178006935,0,50,40,3,9
61,-178001763,0,50,50,0,5
63,-178001629,0,50,50,0,13
65,-178001531,0,50,50,1,9
67,-177997782,0,50,50,2,5
69,-177990803,0,50,50,2,13
71,-177984585,0,50,50,3,9
73,-177978444,1,50,0,0,5
75,-177978108,1,50,0,0,13
77,-177977850,1,50,0,1,9
79,-177975727,1,50,0,2,5
81,-177970553,1,50,0,2,13
83,-177966950,1,50,0,3,9
85,-177964812,1,50,10,0,5
87,-177964393,1,50,10,0,13
89,-177964121,1,50,10,1,9
91,-177956972,1,50,10,2,5
93,-177946429,1,50,10,2,13
95,-177935375,1,50,10,3,9
97,-177926421,1,50,20,0,5
99,-177926194,1,50,20,0,13
101,-177925962,1,50,20,1,9
103,-177912610,1,50,20,2,5
105,-177899197,1,50,20,2,13
107,-177886374,1,50,20,3,9
109,-177870873,1,50,30,0,5
111,-177870520,1,50,30,0,13
113,-177870264,1,50,30,1,9
115,-177857125,1,50,30,2,5
117,-177836661,1,50,30,2,13
119,-177816637,1,50,30,3,9
121,-177797418,1,50,40,0,5
123,-177797140,1,50,40,0,13
125,-177796926,1,50,40,1,9
127,-177775375,1,50,40,2,5
129,-177737756,1,50,40,2,13
131,-177722953,1,50,40,3,9
133,-177700590,1,50,50,0,5
135,-177700185,1,50,50,0,13
137,-177699924,1,50,50,1,9
139,-177663447,1,50,50,2,5
141,-177619064,1,50,50,2,13
143,-177588361,1,50,50,3,9
145,-177534448,2,50,0,0,5
147,-177534112,2,50,0,0,13
149,-177533982,2,50,0,1,9
151,-177531007,2,50,0,2,5
153,-177529763,2,50,0,2,13
155,-177526823,2,50,0,3,9
157,-177525447,2,50,10,0,5
159,-177525285,2,50,10,0,13
161,-177524988,2,50,10,1,9
163,-177518898,2,50,10,2,5
165,-177510197,2,50,10,2,13
167,-177500937,2,50,10,3,9
169,-177492817,2,50,20,0,5
171,-177492270,2,50,20,0,13
173,-177491962,2,50,20,1,9
175,-177483458,2,50,20,2,5
177,-177468831,2,50,20,2,13
179,-177462772,2,50,20,3,9
181,-177447550,2,50,30,0,5
183,-177447263,2,50,30,0,13
185,-177447089,2,50,30,1,9
187,-177435730,2,50,30,2,5
189,-177416017,2,50,30,2,13
191,-177400080,2,50,30,3,9
193,-177387090,2,50,40,0,5
195,-177386768,2,50,40,0,13
