"run","randomSeed","shapeType","gridSize","noise","sharingType","edgeOfComm"
1,58326276,0,50,0,0,5
3,58326750,0,50,0,0,13
5,58326877,0,50,0,1,9
7,58327272,0,50,0,2,5
9,58328025,0,50,0,2,13
11,58328572,0,50,0,3,9
13,58328946,0,50,10,0,5
15,58329081,0,50,10,0,13
17,58329180,0,50,10,1,9
19,58330851,0,50,10,2,5
21,58332612,0,50,10,2,13
23,58333458,0,50,10,3,9
25,58335507,0,50,20,0,5
27,58335651,0,50,20,0,13
29,58335708,0,50,20,1,9
31,58338769,0,50,20,2,5
33,58341427,0,50,20,2,13
35,58343421,0,50,20,3,9
37,58346095,0,50,30,0,5
39,58346206,0,50,30,0,13
41,58346326,0,50,30,1,9
43,58352587,0,50,30,2,5
45,58356448,0,50,30,2,13
47,58359367,0,50,30,3,9
49,58366011,0,50,40,0,5
51,58366093,0,50,40,0,13
53,58366155,0,50,40,1,9
55,58372583,0,50,40,2,5
57,58377624,0,50,40,2,13
59,58382834,0,50,40,3,9
61,58387213,0,50,50,0,5
63,58387326,0,50,50,0,13
65,58387413,0,50,50,1,9
67,58393827,0,50,50,2,5
69,58402248,0,50,50,2,13
71,58405026,0,50,50,3,9
73,58412195,1,50,0,0,5
75,58412425,1,50,0,0,13
77,58412671,1,50,0,1,9
79,58414969,1,50,0,2,5
81,58420599,1,50,0,2,13
83,58422418,1,50,0,3,9
85,58426653,1,50,10,0,5
87,58427037,1,50,10,0,13
89,58427241,1,50,10,1,9
91,58433889,1,50,10,2,5
93,58446148,1,50,10,2,13
95,58455865,1,50,10,3,9
97,58461704,1,50,20,0,5
99,58462047,1,50,20,0,13
101,58462305,1,50,20,1,9
103,58473628,1,50,20,2,5
105,58491476,1,50,20,2,13
107,58509813,1,50,20,3,9
109,58523438,1,50,30,0,5
111,58523734,1,50,30,0,13
113,58524023,1,50,30,1,9
115,58538439,1,50,30,2,5
117,58566394,1,50,30,2,13
119,58579776,1,50,30,3,9
121,58600240,1,50,40,0,5
123,58600527,1,50,40,0,13
125,58600789,1,50,40,1,9
127,58649159,1,50,40,2,5
129,58678556,1,50,40,2,13
131,58696207,1,50,40,3,9
133,58741336,1,50,50,0,5
135,58741554,1,50,50,0,13
137,58741821,1,50,50,1,9
139,58763727,1,50,50,2,5
141,58790898,1,50,50,2,13
143,58828138,1,50,50,3,9
145,58843811,2,50,0,0,5
147,58844081,2,50,0,0,13
149,58844271,2,50,0,1,9
151,58847977,2,50,0,2,5
153,58851513,2,50,0,2,13
155,58853657,2,50,0,3,9
157,58855881,2,50,10,0,5
159,58856032,2,50,10,0,13
161,58856195,2,50,10,1,9
163,58861186,2,50,10,2,5
165,58868420,2,50,10,2,13
167,58873716,2,50,10,3,9
169,58879518,2,50,20,0,5
171,58879751,2,50,20,0,13
173,58879934,2,50,20,1,9
175,58889274,2,50,20,2,5
177,58899202,2,50,20,2,13
179,58910266,2,50,20,3,9
181,58924838,2,50,30,0,5
183,58925041,2,50,30,0,13
185,58925219,2,50,30,1,9
187,58930130,2,50,30,2,5
189,58940341,2,50,30,2,13
191,58951207,2,50,30,3,9
193,58968895,2,50,40,0,5
195,58969128,2,50,40,0,13
197,58969345,2,50,40,1,9
199,58985237,2,50,40,2,5
201,58999942,2,50,40,2,13
203,59021810,2,50,40,3,9
205,59061013,2,50,50,0,5
207,59061381,2,50,50,0,13
209,59061590,2,50,50,1,9
211,59081556,2,50,50,2,5
213,59096087,2,50,50,2,13
215,59114672,2,50,50,3,9
217,59139629,3,50,0,0,5
219,59139951,3,50,0,0,13
221,59140184,3,50,0,1,9
223,59144980,3,50,0,2,5
225,59149503,3,50,0,2,13
227,59156911,3,50,0,3,9
229,59160396,3,50,10,0,5
231,59160748,3,50,10,0,13
233,59161021,3,50,10,1,9
235,59166855,3,50,10,2,5
237,59178708,3,50,10,2,13
239,59197409,3,50,10,3,9
241,59206609,3,50,20,0,5
243,59206882,3,50,20,0,13
245,59207139,3,50,20,1,9
247,59220545,3,50,20,2,5
249,59238339,3,50,20,2,13
251,59253103,3,50,20,3,9
253,59262401,3,50,30,0,5
255,59262731,3,50,30,0,13
257,59263006,3,50,30,1,9
259,59276804,3,50,30,2,5
261,59289376,3,50,30,2,13
263,59304294,3,50,30,3,9
265,59327200,3,50,40,0,5
267,59327580,3,50,40,0,13
269,59327869,3,50,40,1,9
271,59360140,3,50,40,2,5
273,59383740,3,50,40,2,13
275,59412699,3,50,40,3,9
277,59441073,3,50,50,0,5
279,59441481,3,50,50,0,13
281,59441887,3,50,50,1,9
283,59471734,3,50,50,2,5
285,59498122,3,50,50,2,13
287,59556257,3,50,50,3,9
289,59599462,4,50,0,0,5
291,59600006,4,50,0,0,13
293,59600537,4,50,0,1,9
295,59606157,4,50,0,2,5
297,59614459,4,50,0,2,13
299,59624501,4,50,0,3,9
301,59629486,4,50,10,0,5
303,59629981,4,50,10,0,13
305,59630495,4,50,10,1,9
307,59649071,4,50,10,2,5
309,59663969,4,50,10,2,13
311,59686160,4,50,10,3,9
313,59708961,4,50,20,0,5
315,59709559,4,50,20,0,13
317,59709997,4,50,20,1,9
319,59734266,4,50,20,2,5
321,59758766,4,50,20,2,13
323,59803433,4,50,20,3,9
325,59842484,4,50,30,0,5
327,59843127,4,50,30,0,13
329,59843721,4,50,30,1,9
331,59881404,4,50,30,2,5
333,59909750,4,50,30,2,13
335,59974466,4,50,30,3,9
337,60014245,4,50,40,0,5
339,60014803,4,50,40,0,13
341,60015377,4,50,40,1,9
343,60074644,4,50,40,2,5
345,60112087,4,50,40,2,13
347,60172216,4,50,40,3,9
349,60235883,4,50,50,0,5
351,60236368,4,50,50,0,13
353,60236801,4,50,50,1,9
