"run","randomSeed","shapeType","gridSize","noise","sharingType","edgeOfComm"
1,98981893,0,50,0,0,5
3,98982342,0,50,0,0,13
5,98982527,0,50,0,1,9
7,98983370,0,50,0,2,5
9,98984355,0,50,0,2,13
11,98985317,0,50,0,3,9
13,98986122,0,50,10,0,5
15,98986275,0,50,10,0,13
17,98986379,0,50,10,1,9
19,98987787,0,50,10,2,5
21,98989487,0,50,10,2,13
23,98991340,0,50,10,3,9
25,98992793,0,50,20,0,5
27,98992906,0,50,20,0,13
29,98993044,0,50,20,1,9
31,98994702,0,50,20,2,5
33,98996892,0,50,20,2,13
35,99001673,0,50,20,3,9
37,99003743,0,50,30,0,5
39,99003882,0,50,30,0,13
41,99003962,0,50,30,1,9
43,99006454,0,50,30,2,5
45,99009333,0,50,30,2,13
47,99014076,0,50,30,3,9
49,99019498,0,50,40,0,5
51,99019592,0,50,40,0,13
53,99019707,0,50,40,1,9
55,99023844,0,50,40,2,5
57,99027895,0,50,40,2,13
59,99033817,0,50,40,3,9
61,99039295,0,50,50,0,5
63,99039433,0,50,50,0,13
65,99039555,0,50,50,1,9
67,99043988,0,50,50,2,5
69,99049397,0,50,50,2,13
71,99055960,0,50,50,3,9
73,99060428,1,50,0,0,5
75,99060897,1,50,0,0,13
77,99061167,1,50,0,1,9
79,99063108,1,50,0,2,5
81,99069112,1,50,0,2,13
83,99073990,1,50,0,3,9
85,99075772,1,50,10,0,5
87,99076161,1,50,10,0,13
89,99076347,1,50,10,1,9
91,99080238,1,50,10,2,5
93,99089758,1,50,10,2,13
95,99098517,1,50,10,3,9
97,99104686,1,50,20,0,5
99,99105046,1,50,20,0,13
101,99105278,1,50,20,1,9
103,99122714,1,50,20,2,5
105,99135874,1,50,20,2,13
107,99146902,1,50,20,3,9
109,99158727,1,50,30,0,5
111,99159048,1,50,30,0,13
113,99159285,1,50,30,1,9
115,99167635,1,50,30,2,5
117,99185754,1,50,30,2,13
119,99206718,1,50,30,3,9
121,99220070,1,50,40,0,5
123,99220360,1,50,40,0,13
125,99220650,1,50,40,1,9
127,99242114,1,50,40,2,5
129,99267086,1,50,40,2,13
131,99296575,1,50,40,3,9
133,99325527,1,50,50,0,5
135,99325865,1,50,50,0,13
137,99326143,1,50,50,1,9
139,99376246,1,50,50,2,5
141,99411519,1,50,50,2,13
143,99436366,1,50,50,3,9
145,99468136,2,50,0,0,5
147,99468368,2,50,0,0,13
149,99468597,2,50,0,1,9
151,99471236,2,50,0,2,5
153,99474967,2,50,0,2,13
155,99478103,2,50,0,3,9
157,99480508,2,50,10,0,5
159,99480817,2,50,10,0,13
161,99480996,2,50,10,1,9
163,99485383,2,50,10,2,5
165,99493357,2,50,10,2,13
167,99502062,2,50,10,3,9
169,99508593,2,50,20,0,5
171,99508814,2,50,20,0,13
173,99509043,2,50,20,1,9
175,99514767,2,50,20,2,5
177,99529946,2,50,20,2,13
179,99537513,2,50,20,3,9
181,99547354,2,50,30,0,5
183,99547663,2,50,30,0,13
185,99547915,2,50,30,1,9
187,99558911,2,50,30,2,5
189,99570026,2,50,30,2,13
191,99584701,2,50,30,3,9
193,99598829,2,50,40,0,5
195,99599074,2,50,40,0,13
197,99599282,2,50,40,1,9
199,99609470,2,50,40,2,5
201,99623584,2,50,40,2,13
203,99642878,2,50,40,3,9
205,99673285,2,50,50,0,5
207,99673597,2,50,50,0,13
209,99673884,2,50,50,1,9
211,99695473,2,50,50,2,5
213,99713752,2,50,50,2,13
215,99739511,2,50,50,3,9
217,99764619,3,50,0,0,5
219,99765013,3,50,0,0,13
221,99765306,3,50,0,1,9
223,99766779,3,50,0,2,5
225,99771735,3,50,0,2,13
