"run","randomSeed","shapeType","gridSize","noise","sharingType","edgeOfComm"
1,-203634266,0,50,0,0,5
3,-203633870,0,50,0,0,13
5,-203633734,0,50,0,1,9
7,-203633155,0,50,0,2,5
9,-203632474,0,50,0,2,13
11,-203631526,0,50,0,3,9
13,-203630825,0,50,10,0,5
15,-203630683,0,50,10,0,13
17,-203630589,0,50,10,1,9
19,-203629146,0,50,10,2,5
21,-203628254,0,50,10,2,13
23,-203627001,0,50,10,3,9
25,-203624985,0,50,20,0,5
27,-203624839,0,50,20,0,13
29,-203624688,0,50,20,1,9
31,-203621302,0,50,20,2,5
33,-203617603,0,50,20,2,13
35,-203615031,0,50,20,3,9
37,-203612679,0,50,30,0,5
39,-203612567,0,50,30,0,13
41,-203612479,0,50,30,1,9
43,-203609914,0,50,30,2,5
45,-203605321,0,50,30,2,13
47,-203600485,0,50,30,3,9
49,-203596316,0,50,40,0,5
51,-203596207,0,50,40,0,13
53,-203596111,0,50,40,1,9
55,-203591174,0,50,40,2,5
57,-203586590,0,50,40,2,13
59,-203584186,0,50,40,3,9
61,-203579606,0,50,50,0,5
63,-203579490,0,50,50,0,13
65,-203579401,0,50,50,1,9
67,-203576094,0,50,50,2,5
69,-203570444,0,50,50,2,13
71,-203564490,0,50,50,3,9
73,-203557828,1,50,0,0,5
75,-203557467,1,50,0,0,13
77,-203557201,1,50,0,1,9
79,-203555349,1,50,0,2,5
81,-203551773,1,50,0,2,13
83,-203549286,1,50,0,3,9
85,-203548083,1,50,10,0,5
87,-203547832,1,50,10,0,13
89,-203547555,1,50,10,1,9
91,-203540199,1,50,10,2,5
93,-203531363,1,50,10,2,13
95,-203520731,1,50,10,3,9
97,-203513295,1,50,20,0,5
99,-203512960,1,50,20,0,13
101,-203512691,1,50,20,1,9
103,-203500816,1,50,20,2,5
105,-203484643,1,50,20,2,13
107,-203470898,1,50,20,3,9
109,-203457874,1,50,30,0,5
111,-203457568,1,50,30,0,13
113,-203457303,1,50,30,1,9
115,-203443036,1,50,30,2,5
117,-203425250,1,50,30,2,13
119,-203406057,1,50,30,3,9
121,-203390897,1,50,40,0,5
123,-203390455,1,50,40,0,13
125,-203390294,1,50,40,1,9
127,-203374623,1,50,40,2,5
129,-203354041,1,50,40,2,13
131,-203337259,1,50,40,3,9
133,-203290839,1,50,50,0,5
135,-203290504,1,50,50,0,13
137,-203290231,1,50,50,1,9
139,-203264806,1,50,50,2,5
141,-203238931,1,50,50,2,13
143,-203211331,1,50,50,3,9
145,-203160828,2,50,0,0,5
147,-203160559,2,50,0,0,13
149,-203160347,2,50,0,1,9
151,-203157851,2,50,0,2,5
153,-203155107,2,50,0,2,13
155,-203152857,2,50,0,3,9
157,-203150552,2,50,10,0,5
159,-203150320,2,50,10,0,13
161,-203150159,2,50,10,1,9
163,-203141068,2,50,10,2,5
165,-203133554,2,50,10,2,13
