"run","randomSeed","shapeType","gridSize","noise","sharingType","edgeOfComm"
1,-109034365,0,50,0,0,5
3,-109033944,0,50,0,0,13
5,-109033835,0,50,0,1,9
7,-109033238,0,50,0,2,5
9,-109032474,0,50,0,2,13
11,-109031605,0,50,0,3,9
13,-109031263,0,50,10,0,5
15,-109031138,0,50,10,0,13
17,-109031032,0,50,10,1,9
19,-109029748,0,50,10,2,5
21,-109028208,0,50,10,2,13
23,-109026866,0,50,10,3,9
25,-109025236,0,50,20,0,5
27,-109025158,0,50,20,0,13
29,-109025048,0,50,20,1,9
31,-109023189,0,50,20,2,5
33,-109021029,0,50,20,2,13
35,-109019840,0,50,20,3,9
37,-109018141,0,50,30,0,5
39,-109018047,0,50,30,0,13
41,-109017969,0,50,30,1,9
43,-109013042,0,50,30,2,5
45,-109009892,0,50,30,2,13
47,-109006049,0,50,30,3,9
49,-109001933,0,50,40,0,5
51,-109001824,0,50,40,0,13
53,-109001746,0,50,40,1,9
55,-108996420,0,50,40,2,5
57,-108994283,0,50,40,2,13
59,-108989022,0,50,40,3,9
61,-108984878,0,50,50,0,5
63,-108984800,0,50,50,0,13
65,-108984722,0,50,50,1,9
67,-108979260,0,50,50,2,5
69,-108971201,0,50,50,2,13
71,-108962758,0,50,50,3,9
73,-108957917,1,50,0,0,5
75,-108957742,1,50,0,0,13
77,-108957461,1,50,0,1,9
79,-108955392,1,50,0,2,5
81,-108950368,1,50,0,2,13
83,-108946982,1,50,0,3,9
85,-108944939,1,50,10,0,5
87,-108944611,1,50,10,0,13
89,-108944359,1,50,10,1,9
91,-108938389,1,50,10,2,5
93,-108932345,1,50,10,2,13
95,-108924048,1,50,10,3,9
97,-108916029,1,50,20,0,5
99,-108915795,1,50,20,0,13
101,-108915592,1,50,20,1,9
103,-108905442,1,50,20,2,5
105,-108886495,1,50,20,2,13
107,-108870882,1,50,20,3,9
109,-108858152,1,50,30,0,5
111,-108857758,1,50,30,0,13
113,-108857508,1,50,30,1,9
115,-108844683,1,50,30,2,5
117,-108827889,1,50,30,2,13
119,-108807958,1,50,30,3,9
121,-108788207,1,50,40,0,5
123,-108788008,1,50,40,0,13
125,-108787752,1,50,40,1,9
127,-108770079,1,50,40,2,5
129,-108737318,1,50,40,2,13
131,-108715089,1,50,40,3,9
133,-108695270,1,50,50,0,5
135,-108694876,1,50,50,0,13
137,-108694642,1,50,50,1,9
139,-108662192,1,50,50,2,5
141,-108631045,1,50,50,2,13
143,-108602489,1,50,50,3,9
145,-108575128,2,50,0,0,5
147,-108574826,2,50,0,0,13
149,-108574639,2,50,0,1,9
151,-108572869,2,50,0,2,5
153,-108568145,2,50,0,2,13
155,-108565283,2,50,0,3,9
157,-108563151,2,50,10,0,5
159,-108562926,2,50,10,0,13
161,-108562833,2,50,10,1,9
163,-108552073,2,50,10,2,5
165,-108544266,2,50,10,2,13
167,-108539106,2,50,10,3,9
169,-108531394,2,50,20,0,5
171,-108531160,2,50,20,0,13
173,-108530988,2,50,20,1,9
175,-108522373,2,50,20,2,5
177,-108509591,2,50,20,2,13
179,-108501333,2,50,20,3,9
181,-108491048,2,50,30,0,5
183,-108490780,2,50,30,0,13
185,-108490576,2,50,30,1,9
187,-108474120,2,50,30,2,5
189,-108458107,2,50,30,2,13
191,-108443868,2,50,30,3,9
193,-108425566,2,50,40,0,5
195,-108425267,2,50,40,0,13
197,-108425064,2,50,40,1,9
199,-108412720,2,50,40,2,5
201,-108395121,2,50,40,2,13
203,-108387114,2,50,40,3,9
205,-108372192,2,50,50,0,5
207,-108371989,2,50,50,0,13
209,-108371801,2,50,50,1,9
211,-108355342,2,50,50,2,5
213,-108335324,2,50,50,2,13
215,-108309939,2,50,50,3,9
217,-108298803,3,50,0,0,5
219,-108298473,3,50,0,0,13
221,-108298176,3,50,0,1,9
223,-108295323,3,50,0,2,5
225,-108291517,3,50,0,2,13
227,-108287849,3,50,0,3,9
229,-108284119,3,50,10,0,5
231,-108283757,3,50,10,0,13
233,-108283523,3,50,10,1,9
