"run","randomSeed","shapeType","gridSize","noise","sharingType","edgeOfComm"
1,-104379439,0,50,0,0,5
3,-104379101,0,50,0,0,13
5,-104378944,0,50,0,1,9
7,-104378387,0,50,0,2,5
9,-104377629,0,50,0,2,13
11,-104376734,0,50,0,3,9
13,-104376219,0,50,10,0,5
15,-104376109,0,50,10,0,13
17,-104375981,0,50,10,1,9
19,-104375275,0,50,10,2,5
21,-104372729,0,50,10,2,13
23,-104370679,0,50,10,3,9
25,-104367741,0,50,20,0,5
27,-104367651,0,50,20,0,13
29,-104367566,0,50,20,1,9
31,-104364705,0,50,20,2,5
33,-104360775,0,50,20,2,13
35,-104357621,0,50,20,3,9
37,-104354012,0,50,30,0,5
39,-104353889,0,50,30,0,13
41,-104353773,0,50,30,1,9
43,-104350338,0,50,30,2,5
45,-104347050,0,50,30,2,13
47,-104343395,0,50,30,3,9
49,-104339213,0,50,40,0,5
51,-104339163,0,50,40,0,13
53,-104339048,0,50,40,1,9
55,-104332974,0,50,40,2,5
57,-104330863,0,50,40,2,13
59,-104325489,0,50,40,3,9
61,-104320252,0,50,50,0,5
63,-104320139,0,50,50,0,13
65,-104320038,0,50,50,1,9
67,-104312972,0,50,50,2,5
69,-104306874,0,50,50,2,13
71,-104299738,0,50,50,3,9
73,-104294180,1,50,0,0,5
75,-104293772,1,50,0,0,13
77,-104293522,1,50,0,1,9
79,-104291254,1,50,0,2,5
81,-104287395,1,50,0,2,13
83,-104283132,1,50,0,3,9
85,-104281181,1,50,10,0,5
87,-104280962,1,50,10,0,13
89,-104280712,1,50,10,1,9
91,-104274407,1,50,10,2,5
93,-104264437,1,50,10,2,13
95,-104254540,1,50,10,3,9
97,-104247372,1,50,20,0,5
99,-104247091,1,50,20,0,13
101,-104246809,1,50,20,1,9
103,-104239001,1,50,20,2,5
105,-104225413,1,50,20,2,13
107,-104213138,1,50,20,3,9
109,-104201025,1,50,30,0,5
111,-104200775,1,50,30,0,13
113,-104200525,1,50,30,1,9
115,-104184168,1,50,30,2,5
117,-104158705,1,50,30,2,13
119,-104141412,1,50,30,3,9
121,-104125100,1,50,40,0,5
123,-104124748,1,50,40,0,13
125,-104124512,1,50,40,1,9
127,-104095445,1,50,40,2,5
129,-104073957,1,50,40,2,13
131,-104044563,1,50,40,3,9
133,-103999473,1,50,50,0,5
135,-103999190,1,50,50,0,13
137,-103998940,1,50,50,1,9
139,-103935582,1,50,50,2,5
141,-103911216,1,50,50,2,13
143,-103875820,1,50,50,3,9
145,-103842355,2,50,0,0,5
147,-103842074,2,50,0,0,13
149,-103841918,2,50,0,1,9
151,-103838977,2,50,0,2,5
153,-103834874,2,50,0,2,13
